Topic,Representative_Docs
12,"미국 미주리주의 소도시 카메론에 있는 ‘서부 미주리 교정센터’에서 23일(현지시간) 휠체어를 탄 흑인 노인이 취재진 앞에 나타났다. 19세에 교도소에 수감돼 62세가 돼 풀려난 케빈 스트릭랜드였다.

스트릭랜드는 “화가 나지는 않는다. 그것보다 크다. 여러분이 알지 못하는 어떤 감정을 만들어낸 거 같다”면서 “기쁨, 슬픔, 공포. 이런 감정들을 어떻게 .."
12,"1993년 5월 6일(현지시간) 미국 남부 시골 마을인 아칸소주(州) 웨스트 멤피스의 로빈후드 언덕에서 여덟 살 난 어린이 3명의 시신이 발견됐다. 잡초가 무성한 도랑에서 발견된 시신 3구는 모두 밧줄로 결박당한 모습이었다. 전날 오후 집을 나간 어린이들의 시신은 성기 등이 훼손된 참혹한 상태였다. 부모는 오열했고 여론은 분노로 가득 찼다.
관심이 집중.."
12,"미국 플로리다의 고등학교에서 17명을 살해한 총기 난사범이 감옥에서 남긴 글과 그림 등이 언론에 공개됐다. 
 
23일(현지 시각) 뉴욕포스트에 따르면 브로워드 카운티 보안관실은 더글러스 고등학교 총기난사범 니컬러스 크루즈(23)의 현재 심리 상태를 엿볼 수 있는 그림과 글 등을 공판에 앞서 공개했다. 크루즈는 2018년 2월 14일 플로리다주 파크랜드.."
12,"지난 2018년 미국 플로리다의 고등학교에서 17명을 살해한 총기 난사범이 감방 벽에 그린 그림과 스케치 등이 언론에 공개됐다. 지난 23일(현지시간) 뉴욕포스트 등 현지언론은 플로리다 파크랜드 총기난사범 니컬러스 크루즈(23)의 현재 심리 상태의 일단을 엿볼 수 있는 그림과 글 등이 공판에 앞서 언론에 공개됐다고 보도했다.
크루즈가 감옥에서 남긴 일련.."
12,"지난 2018년 미국 플로리다의 고등학교에서 17명을 살해한 총기 난사범이 감방 벽에 그린 그림과 스케치 등이 언론에 공개됐다. 지난 23일(현지시간) 뉴욕포스트 등 현지언론은 플로리다 파크랜드 총기난사범 니컬러스 크루즈(23)의 현재 심리 상태의 일단을 엿볼 수 있는 그림과 글 등이 공판에 앞서 언론에 공개됐다고 보도했다.
크루즈가 감옥에서 남긴 일련.."
12,"지난 2018년 미국 플로리다의 고등학교에서 17명을 살해한 총기 난사범이 감방 벽에 그린 그림과 스케치 등이 언론에 공개됐다. 지난 23일(현지시간) 뉴욕포스트 등 현지언론은 플로리다 파크랜드 총기난사범 니컬러스 크루즈(23)의 현재 심리 상태의 일단을 엿볼 수 있는 그림과 글 등이 공판에 앞서 언론에 공개됐다고 보도했다.
크루즈가 감옥에서 남긴 일련.."
12,"지난 2018년 미국 플로리다의 고등학교에서 17명을 살해한 총기 난사범이 감방 벽에 그린 그림과 스케치 등이 언론에 공개됐다. 지난 23일(현지시간) 뉴욕포스트 등 현지언론은 플로리다 파크랜드 총기난사범 니컬러스 크루즈(23)의 현재 심리 상태의 일단을 엿볼 수 있는 그림과 글 등이 공판에 앞서 언론에 공개됐다고 보도했다.
크루즈가 감옥에서 남긴 일련.."
13,"세계 최대 코카인 생산국 콜롬비아에서 원료인 코카잎 재배 면적과 완제품 생산량이 20년 만에 최고 수준으로 급증했다. 미국이 약 50년 동안 천문학적 자금을 쏟아 부으며 ‘마약과의 전쟁’을 벌였지만, 처참한 성적표를 받아들게 됐다. 마약 합법화로 검은돈을 양지로 끌어내겠다는 콜롬비아 정부의 역발상이 한층 힘을 얻게 될 전망이다.
20일(현지시간) 영국 .."
13,"세계 최대 마약 생산국이자 악명 높은 마약왕 파블로 에스코바르의 고향인 콜롬비아가 “마약과의 전쟁을 끝내겠다”고 선언했다. 무수한 인명 피해를 낳는 소탕 작전 대신, 마약 합법화로 ‘검은돈’을 양지로 끌어내 마약 카르텔의 ‘자금줄’을 말려 버리겠다는 취지다. 그러나 콜롬비아산 불법 마약으로 골머리를 앓는 미국이 공개적으로 반대하고 있어 국제적 갈등으로 .."
13,"구스타보 페트로 콜롬비아 대통령은 최근 “콜롬비아의 마약과의 전쟁은 실패했다”면서 “이젠 선진국의 마약소비를 억제하는 데 초점을 맞춘 새로운 대응이 요구된다”고 미국에 제안했다. 
마약과의 전쟁을 실패로 규정한 대통령의 발언이 유엔 보고서에서 사실로 확인됐다. 
유엔 마약범죄사무국(UNODC)이 20일(현지시간) 보고타에서 발표한 보고서에 따르면 202.."
13,십여년 전 17세의 칼로스 마르티네스는 부모가 써 준 입대 동의서를 들고 콜롬비아군에 입대했다. 이 나라의 가난한 청년들에게 미성년 군 입대는 낯선 선택이 아니다. 입대 말고 선택할 직업의 폭은 좁았다. 이후 10년 동안 현역 복무한 뒤 마르티네스는 안데스 지역에서 무장단체 및 마약 밀매업자들을 상대로 싸우는 특수부대에 합류했다. 미국의 보조금을 지원받..
13,"지난달 21일 새벽 콜롬비아 국경 인근에 위치한 베네수엘라 도시 라 빅토리아의 주민들은 트럭과 전투기 소리에 잠이 깼다. 영문도 모른 채 밖으로 몰려나간 주민들은 멀리 동쪽 하늘에서 폭탄이 터지는 불빛을 목격했다. 

폭탄의 불빛은 하루하루 점점 더 마을 쪽으로 가까워졌다. 며칠 뒤 마을에 베네수엘라 군인들이 밀려 들어오기 시작했다. 군인들은 콜롬비아 .."
14,"슈퍼갑 거래소암호화폐 거래소의 ‘상장피’(Listing fee)는 마케팅 비용일까, 뒷돈일까.
국내 일부 대형 암호화폐 거래소가 코인 발행업체로부터 거액의 상장피를 챙겨온 것으로 나타났다. 암호화폐 상장 컨설팅 관계자는 21일 서울신문과의 인터뷰에서 “국내 거래소들은 주로 브로커를 통해 암호화폐 상장 의뢰를 받고 있다”며 “거래소들이 대외적으로 수수료를.."
14,"세계 3위 가상화폐 거래소인 FTX의 파산으로 글로벌 가상화폐 시장이 요동치면서, ‘가상화폐 해킹’을 주요 돈벌이로 삼아왔던 북한이 위기에 직면했다는 분석이 나왔다. 북한은 국제사회의 경제 제재로 외화벌이 통로가 막히자, 해킹을 통해 10억 달러 규모의 가상화폐를 훔치고 이를 핵과 탄도미사일을 개발하는 데 사용해 온 것으로 알려졌다.
◇가상화폐 북한의 .."
14,"북한이 암호 화폐를 탈취해 최근까지 약 1조7000억원 이상 확보한 것으로 6일 알려졌다. 한미 정보 당국은 북한이 이런 해킹을 통해 벌어들인 외화를 핵무기 개발과 최근의 연쇄 미사일 도발에 사용한 것으로 파악하고 자금줄 차단에 나섰다. 한미는 북한의 암호 화폐 해킹을 차단하기 위해 독자 제재 방안을 마련해 곧 발표할 예정이다. 
 
유력 정보 소식통은.."
14,"《“116만 달러 모두 동결됐습니다.” 
 
 2월 경기 성남시 판교 제2테크노밸리에 위치한 국가사이버안보협력센터. 북한 정찰총국 산하 해킹 조직의 것으로 추정되는 지갑(가상화폐 계좌)들이 거래 정지됐다는 소식을 전달받은 요원들이 그때서야 안도의 한숨을 내쉬었다. 북한의 대표적인 해킹 조직 라자루스는 미국 블록체인 기업 ‘하모니’로부터 해킹한 가상화폐 .."
14,"슈퍼갑 거래소암호화폐 거래소의 ‘상장피’(Listing fee)는 마케팅 비용일까, 뒷돈일까.
국내 일부 대형 암호화폐 거래소가 코인 발행업체로부터 거액의 상장피’를 챙겨온 것으로 나타났다. 암호화폐 상장 컨설팅 관계자는 21일 서울신문과의 인터뷰에서 “국내 거래소들은 주로 브로커를 통해 암호화폐 상장 의뢰를 받고 있다”며 “거래소들이 대외적으로 수수료.."
15,"정치인 연예인 등 유명인들과 파티를 즐기는 영상이 유출돼 논란을 빚은 핀란드 총리가 마약 복용 의혹을 부인하며 관련 검사를 받은 것으로 전해졌다.
19일(현지시간) 핀란드 공영방송 YLE에 따르면 산나 마린(36) 핀란드 총리는 이날 기자회견을 열고 “오늘 마약 검사를 받았고 결과는 일주일 내로 나올 것”이라며 “청소년기를 포함해 한 번도 마약은 한 적.."
15,"최근 파티 영상과 총리 관저에서 친구들과 찍은 부적절한 사진이 잇따라 공개되며 궁지에 몰린 산나 마린 핀란드 총리가 정치인의 사생활도 보호해야 한다며 그간의 심경을 토로했다. 
 
AP통신 등 외신은 마린 총리가 24일(현지시간) 핀란드 라티에서 열린 사회민주당 행사 연설에서 “나도 사람이다. 지금처럼 어려운 시기에 가끔은 즐거움과 밝음, 재미를 원한다.."
15,"마린 총리 ""찍지 말았어야 할 부적절 사진"" 

앞서 ‘광란의 파티’ 동영상 이어 연일 논란최근 ‘마약 의혹’까지 제기될 정도로 춤과 노래를 즐기는 파티 영상으로 물의를 빚은 30대의 핀란드 총리가 이번엔 친구들이 관저에서 찍은 것으로 보이는 부적절한 사진으로 재차 사과하게 됐다.



23일(현지시간) 핀란드 언론에 따르면 산나 마린 핀란드 총리는 관.."
15,"'광란의 파티' 영상으로 논란에 휩싸인 산나 마린(36) 핀란드 총리가 마약 검사까지 받았다.
 
 
 핀란드 공영방송 YLE 등에 따르면, 마린 총리는 19일(현지시간) 기자회견에서 ""오늘 마약 검사를 받았고 결과는 1주 내 나올 것""이라며 ""평생 마약을 한 적이 없다""고 말했다. 그는 ""나는 불법적인 일을 하지 않았다""며 ""우려를 덜기 위해 검사를 .."
15,"30대 젊은 핀란드 총리가 지인들과 ‘광란의 파티’를 즐기고 있는 영상이 유출됐다. 마약 복용 의혹도 일고 있다.
핀란드 방송 YLE와 로이터통신 등에 따르면, 산나 마린(37) 핀란드 총리가 자국 정치인과 연예인 등 유명인사 20여 명과 함께 격정적으로 춤을 추는 파티 영상이 지난 17일(현지시간) 사회관계망서비스(SNS)에 공개됐다.
특히 해당 영상.."
16,미국 정부가 죄수 교환을 통해 러시아에 수감됐던 여자 농구선수를 귀환시킨 것을 두고 후폭풍이 거세다. 마약 혐의로 투옥 중인 미국여자프로농구(WNBA) 선수 브리트니 그라이너를 데려오기 위해 미국이 풀어준 인물이 ‘죽음의 상인’이라 불리는 악명높은 글로벌 무기상 빅토르 부트이기 때문이다. 아프가니스탄과 아프리카 등 분쟁지역의 무기 밀매에 깊숙이 관여한 ..
16,"마약 밀반입 혐의로 올해 2월 전쟁 직전 러시아에 체포됐던 미국 여자프로농구(WNBA) 선수 브리트니 그라이너(32)가 미국과 러시아의 포로 교환을 통해 10개월만에 풀려났다.

8일(현지시각) 조 바이든 미국 대통령은 백악관에서 “브리트니 그라이너가 러시아에 부당하게 구금된 지 몇 달만에 비행기를 타고 안전하게 미국으로 오고 있다. 24시간 안에 도착.."
16,"러시아가 미국여자프로농구(WNBA) 스타 브리트니 그라이너를 석방했다고 AP통신과 CNN방송 등이 미국 정부 당국자를 인용해 8일(현지시간) 보도했다.
보도에 따르면 조 바이든 행정부는 러시아 측과 협상을 통해 그라이너를 미국에서 복역 중인 러시아인 무기상 빅토르 부트 등과 맞교환했다.
러시아 외무부도 성명을 통해 미국에 수감된 부트와 그라이너를 교환한.."
16,"2월 러 입국 대마초 소지로 약 10개월 억류




러시아가 미국여자프로농구(WNBA) 스타 브리트니 그라이너를 석방했다고 AP통신과 CNN방송 등이 미국 정부 당국자를 인용해 8일(현지시간) 보도했다.

보도에 따르면 조 바이든 행정부는 러시아 측과 협상을 통해 그라이너를 미국에서 복역 중인 러시아인 무기상 빅토르 부트 등과 맞바꿨다. 러시아 외교.."
16,"러시아에서 마약 밀수 혐의로 수감된 미국 여자프로농구(WNBA) 스타 브리트니 그라이너가 석방됐다. 미국에 수감된 러시아 무기상과 맞교환하면서다.
조 바이든 미 대통령은 8일(현지시간) 러시아 측과 협상을 통해 그라이너를 미국에서 복역 중인 러시아인 무기상 빅토르 부트 등과 맞바꿨다고 밝혔다. 바이든 대통령은 “지난 몇 달은 그라이너에겐 지옥과 같았다”.."
17,"자택에서 자던 중 마약수색을 위해 급습한 경찰의 총탄에 맞아 숨진 흑인 여성 ‘브리오나 테일러 사건’과 관련해 미국 법원이 경찰관들의 죄를 묻지 않기로 했다. 경찰의 무릎에 목이 짓눌려 사망한 흑인 남성 조지 플로이드 사건 이후 불붙은 인종 차별 항의 시위가 또다시 격화될 조짐이다.

미국 켄터키주 대배심은 23일 브리오나 테일러 집에 한밤중에 들이닥쳐.."
17,"6개월 전 벌어진 흑인 여성 브리오나 테일러의 경찰 총격 사망 사건으로 시작된 인종차별 반대 시위가 미국 전역으로 번지고 있다. 
 
23일(현지 시각) CNN에 따르면 사건이 일어난 미국 켄터키주 루이빌 뿐만 아니라 애틀랜타, 뉴욕, 필라델피아, 워싱턴 등 미 전역에서 시민 수천명이 거리에 나서 “흑인의 목숨도 소중하다(BLACK LIVES MATTE.."
